"source_code","source_vocabulary","frequency","source_concept_class","source_name","validity","standard_code","standard_name","standard_vocabulary","mapping_resource"
"S72.91","ICD10",11,"ICD10 code","Fracture of femur, part unspecified, open","valid","28576007","Open fracture of femur","SNOMED","cdm_v5_20240830"
"S74.1","ICD10",11,"ICD10 code","Injury of femoral nerve at hip and thigh level","valid","7449006","Injury of femoral nerve","SNOMED","cdm_v5_20240830"
"T09","ICD10",11,"ICD10 Hierarchy","Other injuries of spine and trunk, level unspecified","valid","48125009","Injury of trunk","SNOMED","cdm_v5_20240830"
"T18.3","ICD10",11,"ICD10 code","Foreign body in small intestine","valid","282080005","Foreign body in small intestine","SNOMED","cdm_v5_20240830"
"T26.4","ICD10",11,"ICD10 code","Burn of eye and adnexa, part unspecified","valid","274205003","Burn of eye region","SNOMED","cdm_v5_20240830"
"T42.7","ICD10",11,"ICD10 code","Poisoning: Antiepileptic and sedative-hypnotic drugs, unspecified","valid","61438005","Poisoning by psychotropic agent","SNOMED","cdm_v5_20240830"
"T43.6","ICD10",11,"ICD10 code","Poisoning: Psychostimulants with abuse potential","valid","296317006","Psychostimulant overdose","SNOMED","cdm_v5_20240830"
"T67.3","ICD10",11,"ICD10 code","Heat exhaustion, anhydrotic","valid","735190001","Heat exhaustion co-occurrent and due to anhidrosis","SNOMED","cdm_v5_20240830"
"V07.1","ICD10",11,NA,NA,NA,NA,NA,NA,NA
"W31.4","ICD10",11,NA,NA,NA,NA,NA,NA,NA
"Y28","ICPC2",11,NA,"Functiebeperking/handicap (Y)",NA,NA,NA,NA,NA
"Z092","ICD10",11,NA,NA,NA,NA,NA,NA,NA
"Z22.4","ICD10",11,"ICD10 code","Carrier of infections with a predominantly sexual mode of transmission","valid","15927341000119106","Carrier of sexually transmitted disease","SNOMED","cdm_v5_20240830"
"Z223","ICD10",11,NA,NA,NA,NA,NA,NA,NA
"Z390","ICD10",11,NA,NA,NA,NA,NA,NA,NA
"Z52.9","ICD10",11,"ICD10 code","Donor of unspecified organ or tissue","valid",NA,NA,NA,NA
"Z54.0","ICD10",11,"ICD10 code","Convalescence following surgery","valid","183370007","Convalescence after surgery","SNOMED","cdm_v5_20240830"
"Z602","ICD10",11,NA,NA,NA,NA,NA,NA,NA
"Z76.3","ICD10",11,"ICD10 code","Healthy person accompanying sick person","valid","386229000","Caregiver support","SNOMED","cdm_v5_20240830"
"Z87.3","ICD10",11,"ICD10 code","Personal history of diseases of the musculoskeletal system and connective tissue","valid",NA,NA,NA,NA
"*31.24","ICPC2",10,NA,NA,NA,NA,NA,NA,NA
"*58.06","ICPC2",10,NA,NA,NA,NA,NA,NA,NA
"*62.04","ICPC2",10,NA,NA,NA,NA,NA,NA,NA
"0002469","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0003343","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0019810","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0020164","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0020412","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0025635","CNK",10,NA,"Minims Cyclopentolate Chlorhydrate 5 mg/ml oogdruppels opl. verp. éénmalig gebr.",NA,"S01FA04",NA,"ATC(Non-Standard)",NA
"0026500","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0026716","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0031203","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0035022","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0035469","CNK",10,NA,"Diamox Parenteraal 500 mg inj. opl. (pdr.) i.v. flac.",NA,"S01EC01",NA,"ATC(Non-Standard)",NA
"0036590","CNK",10,NA,"Diphantoïne IV 250 mg inj. opl. i.v. amp.",NA,"N03AB02",NA,"ATC(Non-Standard)",NA
"0048488","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0053413","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0059170","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0060897","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0064154","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0064469","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0067546","CNK",10,NA,"Penicilline 2000000 IE inj. opl. (pdr.) i.v./i.artic./i.m. flac.",NA,"J01CE01",NA,"ATC(Non-Standard)",NA
"0075135","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0082778","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0084749","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0094045","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0098350","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0099200","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0101808","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0101908","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0103325","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0104315","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0104539","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0111336","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0114348","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0115956","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0118695","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0119875","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0122150","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0128918","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0131631","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0132357","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0136747","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0138784","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0139436","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0141747","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0161968","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0162040","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0198101","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0265587","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0278788","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0279513","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0279778","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0288985","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0299180","CNK",10,NA,"Papaverine HCl Sterop 40 mg/2 ml inj. opl. i.v./i.m./s.c. amp.",NA,"A03AD01",NA,"ATC(Non-Standard)",NA
"0318212","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0338582","CNK",10,NA,NA,NA,NA,NA,NA,NA
"039.0","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"0392514","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0397471","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0431940","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0435586","CNK",10,NA,"Pentacarinat 300 mg verneveloploss. (pdr.)/inj. opl. (pdr.) i.m./i.v. flac.",NA,"P01CX01",NA,"ATC(Non-Standard)",NA
"0439299","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0445338","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0490680","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0498774","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0517979","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0537324","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0543272","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0547406","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0547612","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0552307","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0553495","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0558395","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0569897","CNK",10,NA,NA,NA,NA,NA,NA,NA
"057.8","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"0570325","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0571141","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0571166","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0571596","CNK",10,NA,NA,NA,NA,NA,NA,NA
"05840B_U","MEDIDOC",10,NA,"Methylhippuurzuur urine",NA,NA,NA,NA,NA
"0587477","CNK",10,NA,NA,NA,NA,NA,NA,NA
"061","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"0614453","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0615351","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0670158","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0702035","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0702746","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0704304","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0704684","CNK",10,NA,"Dermovate 0,05 % cut. opl.",NA,"D07AD01",NA,"ATC(Non-Standard)",NA
"0708172","CNK",10,NA,"Gyno-Daktarin 200 mg zachte vagin. caps.",NA,"G01AF04",NA,"ATC(Non-Standard)",NA
"0711143","CNK",10,NA,"Lysomucil 10 % vernevelopl. (pdr. + oplosm.)/endotrach.pulm. instill. opl. (pdr. + oplosm.)/oordruppels opl. (pdr. + oplosm.)/neusdruppels opl. (pdr. + oplosm.)/inj. opl. (pdr. + oplosm.)/inf. opl. (pdr. + oplosm.) i.v./i.m. amp.",NA,"R05CB01",NA,"ATC(Non-Standard)",NA
"0711929","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0712844","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0713115","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0715458","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0728584","CNK",10,NA,"Solu-Medrol S.A.B. 125 mg inj. opl. (pdr. + oplosm.) i.m./i.v. flac.",NA,"H02AB04",NA,"ATC(Non-Standard)",NA
"0730119","CNK",10,NA,"Natriumbicarbonaat B. Braun 8,4 % inf. opl. i.v. flac.",NA,"B05XA02",NA,"ATC(Non-Standard)",NA
"0735290","CNK",10,NA,"Propranolol EG Retard 160 mg harde caps. verl. afgifte",NA,"C07AA05",NA,"ATC(Non-Standard)",NA
"0740803","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0745026","CNK",10,NA,"Spidifen 400 mg opl. (gran.) sachet",NA,"M01AE01",NA,"ATC(Non-Standard)",NA
"0746735","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0764217","CNK",10,NA,"Amoxiclav Sandoz 250 mg/5 ml - 62.5 mg/5 ml or. susp. (pdr.)",NA,"J01CR02",NA,"ATC(Non-Standard)",NA
"0766378","CNK",10,NA,"Betahistine Mylan 8 mg tabl._Betahistine Viatris 8 mg tabl.",NA,"N07CA01",NA,"ATC(Non-Standard)",NA
"0768515","CNK",10,NA,"Fraxodi 19000 IU (Anti-Xa)/1 ml inj. opl. s.c. voorgev. spuit",NA,"B01AB06",NA,"ATC(Non-Standard)",NA
"0769455","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0770271","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0774067","CNK",10,NA,"Augmentin Retard 1000 mg - 62,5 mg tabl. verl. afgifte",NA,"J01CR02",NA,"ATC(Non-Standard)",NA
"0776328","CNK",10,NA,"Nitrolingual Pumpspray 0,4 mg subling. spray opl. spuitbus",NA,"C01DA02",NA,"ATC(Non-Standard)",NA
"0781237","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0812099","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0816967","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0823572","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0823725","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0823766","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0824060","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0834069","CNK",10,NA,"Levmentin 2000 mg - 200 mg inf. opl. (pdr.) i.v. flac.",NA,"J01CR02",NA,"ATC(Non-Standard)",NA
"0839720","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0841270","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0841627","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0859561","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0862029","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0864728","CNK",10,NA,"Natriumchloride 0,9 % KabiPac inf. opl. i.v. flac.",NA,"B05BB01",NA,"ATC(Non-Standard)",NA
"0867267","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0868372","CNK",10,NA,NA,NA,NA,NA,NA,NA
"08710A..","MEDIDOC",10,NA,"Prevotella disiens",NA,NA,NA,NA,NA
"08740A..","MEDIDOC",10,NA,"Bacteroides fragalis",NA,NA,NA,NA,NA
"0893958","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0895722","CNK",10,NA,NA,NA,NA,NA,NA,NA
"0914A...","MEDIDOC",10,NA,"BEREKENDE PARAMETERS",NA,NA,NA,NA,NA
"09450A..","MEDIDOC",10,NA,"FUSOBACTERIUM SPECIES",NA,NA,NA,NA,NA
"1029602","CNK",10,NA,"Retrovir 100 mg/10 ml or. opl.",NA,"J05AF01",NA,"ATC(Non-Standard)",NA
"1065416","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1079615","CNK",10,NA,NA,NA,NA,NA,NA,NA
"10810A..","MEDIDOC",10,NA,"Eikenella corrodens",NA,NA,NA,NA,NA
"1090026","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1093897","CNK",10,NA,NA,NA,NA,NA,NA,NA
"112.0","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"112.89","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"1140367","CNK",10,NA,NA,NA,NA,NA,NA,NA
"11480A..","MEDIDOC",10,NA,"MORAXELLA SPECIES",NA,NA,NA,NA,NA
"1152628","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1152768","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1157916","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1181163","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1205269","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1219112","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1221217","CNK",10,NA,"Eprex 10000 IU/1 ml inj. opl. s.c./i.v. voorgev. spuit",NA,"B03XA01",NA,"ATC(Non-Standard)",NA
"1238294","CNK",10,NA,"Humatrope 12 mg inj. opl. (pdr. + oplosm.) s.c. patr.",NA,"H01AC01",NA,"ATC(Non-Standard)",NA
"1265602","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1274125","CNK",10,NA,NA,NA,NA,NA,NA,NA
"12791N..","MEDIDOC",10,NA,"Actinomyces neuii",NA,NA,NA,NA,NA
"12791Q..","MEDIDOC",10,NA,"Alloscardovia omnicolens",NA,NA,NA,NA,NA
"1286103","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1308824","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1322072","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1353960","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1368216","CNK",10,NA,NA,NA,NA,NA,NA,NA
"13719A.B","MEDIDOC",10,NA,"Osmotische resistentie (begin)",NA,NA,NA,NA,NA
"1375112","CNK",10,NA,"Somatuline Prolonged Release 30 mg inj. susp. verl. afgifte (pdr. + oplosm.) i.m. amp. flac._Somatuline Prolonged Release 30 mg/2 ml inj. susp. verl. afgifte (pdr. + oplosm.) i.m. flac.",NA,"H01CB03",NA,"ATC(Non-Standard)",NA
"13900I_F","MEDIDOC",10,NA,"Giardia lamblia kysten faeces",NA,NA,NA,NA,NA
"13909R_F","MEDIDOC",10,NA,"Zetmeel extracellulair faeces",NA,NA,NA,NA,NA
"1404979","CNK",10,NA,"Oramorph 30 mg/5 ml or. opl. verp. éénmalig gebr.",NA,"N02AA01",NA,"ATC(Non-Standard)",NA
"1406016","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1409739","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1415140","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1422948","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1434471","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1480169","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1482181","CNK",10,NA,"Abelcet Lipid Complex 5 mg/ml inf. disp. (conc.) i.v. flac.",NA,"J02AA01",NA,"ATC(Non-Standard)",NA
"1511724","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1512102","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1513688","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1539063","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1545409","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1555341","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1574128","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1588185","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1591445","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1595396","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1625383","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1639335","CNK",10,NA,"PegIntron 80 µg inj. opl. (pdr. + oplosm.) s.c. flac. + amp.",NA,"L03AB10",NA,"ATC(Non-Standard)",NA
"1640457","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1652304","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1659382","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1664234","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1679489","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1687235","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1691005","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1691013","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1691021","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1698158","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1714450","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1777085","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1798875","CNK",10,NA,NA,NA,NA,NA,NA,NA
"1847250","CNK",10,NA,NA,NA,NA,NA,NA,NA
"18740A.B","MEDIDOC",10,NA,"Schapenvlees Ag f88",NA,"6155-6","Lamb IgE (serum) - [kU/L]","LOINC","retam_table_032022"
"19280A.B","MEDIDOC",10,NA,"Japanse ceder Ag t17",NA,"14035-0","Japanese Cedar IgE (serum) - [kU/L]","LOINC","retam_table_032022"
"19640A.B","MEDIDOC",10,NA,"Olijfboom Ag t9",NA,"6192-9","Olive Pollen IgE (serum) - [kU/L]","LOINC","retam_table_032022"
"2022283","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2030567","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2043156","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2045029","CNK",10,NA,NA,NA,NA,NA,NA,NA
"20790C.B","MEDIDOC",10,NA,"Alfa-glucosidase ratio",NA,NA,NA,NA,NA
"2089308","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2091684","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2113801","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2114940","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2117539","CNK",10,NA,"Magneclo Sterop 10 mEq/10 ml inj. opl. i.v. amp.",NA,"B05XA11",NA,"ATC(Non-Standard)",NA
"2125029","CNK",10,NA,NA,NA,NA,NA,NA,NA
"214.1","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"2162311","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2168573","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2175081","CNK",10,NA,"Physio Sterop Flexo 18 mg/2 ml parent. oplosm. i.v. amp.",NA,"V07AB",NA,"ATC(Non-Standard)",NA
"2195915","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2202190","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2245645","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2249472","CNK",10,NA,"Co-Quinapril EG 20 mg - 12.5 mg filmomh. tabl.",NA,"C09BA06",NA,"ATC(Non-Standard)",NA
"2250587","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2251460","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2259224","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2265361","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2270932","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2274793","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2304954","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2318418","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2321677","CNK",10,NA,"Vistabel 4 E/0.1 ml inj. opl. (pdr.) i.m. flac.",NA,"M03AX01",NA,"ATC(Non-Standard)",NA
"2328839","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2329621","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2335214","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2336675","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2339760","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2340958","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2345494","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2352763","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2365922","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2374288","CNK",10,NA,"Fosrenol 500 mg kauwtabl.",NA,"V03AE03",NA,"ATC(Non-Standard)",NA
"2378750","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2383123","CNK",10,NA,"Beenos 70 mg filmomh. tabl.",NA,"M05BA04",NA,"ATC(Non-Standard)",NA
"2391118","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2396919","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2400026","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2407187","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2408078","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2422434","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2430015","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2430445","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2433530","CNK",10,NA,"Glimepiride EG 3 mg tabl.",NA,"A10BB12",NA,"ATC(Non-Standard)",NA
"2435667","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2435717","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2438729","CNK",10,NA,"Propolipid 2 % inj./inf. emuls. i.v. flac.",NA,"N01AX10",NA,"ATC(Non-Standard)",NA
"2458990","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2487718","CNK",10,NA,"Vectibix 20 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01FE02",NA,"ATC(Non-Standard)",NA
"2491389","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2519148","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2519510","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2524205","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2535573","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2544500","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2549871","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2552784","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2560340","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2578391","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2585768","CNK",10,NA,"Adrenaline (HCL) Sterop 0,4 mg/1 ml inj. opl. i.m./i.v./s.c. amp.",NA,"C01CA24",NA,"ATC(Non-Standard)",NA
"2586576","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2597516","CNK",10,NA,"Rasilez HCT 150 mg - 12,5 mg filmomh. tabl.",NA,"C09XA02",NA,"ATC(Non-Standard)",NA
"2600930","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2602043","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2603025","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2624245","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2624278","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2629798","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2630044","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2633394","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2638609","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2642353","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2648376","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2662138","CNK",10,NA,"Calisvit 1200 mg - 800 IU or. susp. (pdr.) zakje_Calisvit 1200 mg - 800 IU or. susp. (pdr.) sachet",NA,"A12AX",NA,"ATC(Non-Standard)",NA
"2669125","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2672236","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2674299","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2675676","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2675890","CNK",10,NA,"Lercanidipine AB 20 mg filmomh. tabl.",NA,"C08CA13",NA,"ATC(Non-Standard)",NA
"2681872","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2687317","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2709764","CNK",10,NA,"Vancomycine Sandoz 500 mg inf. opl. (pdr.) i.v. flac.",NA,"J01XA01",NA,"ATC(Non-Standard)",NA
"2716934","CNK",10,NA,"Irinotecan Sandoz 20 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01CE02",NA,"ATC(Non-Standard)",NA
"2744837","CNK",10,NA,"Amisulprid Sandoz 50 mg tabl.",NA,"N05AL05",NA,"ATC(Non-Standard)",NA
"2754067","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2760395","CNK",10,NA,"Montelukast Mylan 4 mg kauwtabl.",NA,"R03DC03",NA,"ATC(Non-Standard)",NA
"2767531","CNK",10,NA,"Pantozol 20 mg (Impexeco) maagsapresist. tabl.",NA,"A02BC02",NA,"ATC(Non-Standard)",NA
"2792091","CNK",10,NA,"Cedium Chlorhexidini Alcoholicus 0,5 % cut. opl.",NA,"D08AC",NA,"ATC(Non-Standard)",NA
"2792778","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2804557","CNK",10,NA,"Leflunomide Medac 20 mg filmomh. tabl.",NA,"L04AK01",NA,"ATC(Non-Standard)",NA
"2806958","CNK",10,NA,"Olanzapine Sandoz 5 mg orodisp. film zakje",NA,"N05AH03",NA,"ATC(Non-Standard)",NA
"2832996","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2880854","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2884872","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2886893","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2889947","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2891182","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2893907","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2899300","CNK",10,NA,"Co-Valsartan Mylan 160 mg - 12.5 mg filmomh. tabl.",NA,"C09DA03",NA,"ATC(Non-Standard)",NA
"2906428","CNK",10,NA,"Galantamin Sandoz 8 mg harde caps. verl. afgifte",NA,"N06DA04",NA,"ATC(Non-Standard)",NA
"2910313","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2922615","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2930220","CNK",10,NA,"Buccolam 2.5 mg oromucos. opl. voorgev. spuit_Buccolam 2,5 mg oromucos. opl. voorgev. spuit",NA,"N05CD08",NA,"ATC(Non-Standard)",NA
